measured0,measured1,measured2,range0,range1,range2,range3,range4,range5,uuid,timestamp,range,measured,res
53,14,68,20,80,10,20,30,70,87231,2021-06-14 18:12:41,"[20, 80, 10, 20, 30, 70]","[53, 14, 68]",1
20,21,78,20,80,10,20,30,70,29280,2021-06-24 16:04:03,"[20, 80, 10, 20, 30, 70]","[20, 21, 78]",0
76,16,61,20,80,10,20,30,70,25040,2021-06-23 16:16:59,"[20, 80, 10, 20, 30, 70]","[76, 16, 61]",1
25,24,68,20,80,10,20,30,70,71137,2021-06-10 16:57:21,"[20, 80, 10, 20, 30, 70]","[25, 24, 68]",0
30,11,50,20,80,10,20,30,70,75305,2021-06-15 15:52:21,"[20, 80, 10, 20, 30, 70]","[30, 11, 50]",1
24,15,49,20,80,10,20,30,70,10957,2021-06-29 17:03:30,"[20, 80, 10, 20, 30, 70]","[24, 15, 49]",1
68,14,72,20,80,10,20,30,70,81183,2021-06-23 13:20:38,"[20, 80, 10, 20, 30, 70]","[68, 14, 72]",0
65,25,62,20,80,10,20,30,70,74844,2021-06-16 10:56:11,"[20, 80, 10, 20, 30, 70]","[65, 25, 62]",0
62,16,50,20,80,10,20,30,70,38733,2021-06-15 16:11:25,"[20, 80, 10, 20, 30, 70]","[62, 16, 50]",1
72,7,78,20,80,10,20,30,70,43248,2021-06-15 10:06:48,"[20, 80, 10, 20, 30, 70]","[72, 7, 78]",0
30,21,62,20,80,10,20,30,70,63242,2021-06-25 08:15:41,"[20, 80, 10, 20, 30, 70]","[30, 21, 62]",0
79,9,66,20,80,10,20,30,70,40248,2021-06-13 14:24:22,"[20, 80, 10, 20, 30, 70]","[79, 9, 66]",0
51,12,75,20,80,10,20,30,70,41767,2021-06-16 15:20:04,"[20, 80, 10, 20, 30, 70]","[51, 12, 75]",0
52,24,70,20,80,10,20,30,70,81390,2021-06-11 11:34:38,"[20, 80, 10, 20, 30, 70]","[52, 24, 70]",0
20,17,48,20,80,10,20,30,70,50917,2021-06-19 08:13:02,"[20, 80, 10, 20, 30, 70]","[20, 17, 48]",1
19,10,46,20,80,10,20,30,70,66159,2021-06-24 08:21:11,"[20, 80, 10, 20, 30, 70]","[19, 10, 46]",0
39,17,69,20,80,10,20,30,70,65037,2021-06-27 10:14:01,"[20, 80, 10, 20, 30, 70]","[39, 17, 69]",1
75,14,30,20,80,10,20,30,70,75328,2021-06-29 14:11:17,"[20, 80, 10, 20, 30, 70]","[75, 14, 30]",1
73,25,68,20,80,10,20,30,70,32318,2021-06-16 13:22:54,"[20, 80, 10, 20, 30, 70]","[73, 25, 68]",0
59,11,55,20,80,10,20,30,70,57953,2021-06-20 12:24:07,"[20, 80, 10, 20, 30, 70]","[59, 11, 55]",1
26,15,55,20,80,10,20,30,70,77622,2021-06-20 14:28:44,"[20, 80, 10, 20, 30, 70]","[26, 15, 55]",1
77,13,48,20,80,10,20,30,70,77390,2021-06-19 10:59:14,"[20, 80, 10, 20, 30, 70]","[77, 13, 48]",1
63,17,78,20,80,10,20,30,70,26739,2021-06-13 18:26:47,"[20, 80, 10, 20, 30, 70]","[63, 17, 78]",0
35,5,67,20,80,10,20,30,70,56310,2021-06-27 10:03:07,"[20, 80, 10, 20, 30, 70]","[35, 5, 67]",0
63,12,80,20,80,10,20,30,70,52351,2021-06-21 11:52:24,"[20, 80, 10, 20, 30, 70]","[63, 12, 80]",0
58,14,39,20,80,10,20,30,70,52110,2021-06-13 09:26:57,"[20, 80, 10, 20, 30, 70]","[58, 14, 39]",1
54,16,72,20,80,10,20,30,70,87405,2021-06-11 11:21:38,"[20, 80, 10, 20, 30, 70]","[54, 16, 72]",0
69,15,49,20,80,10,20,30,70,29750,2021-06-22 15:48:55,"[20, 80, 10, 20, 30, 70]","[69, 15, 49]",1
79,25,77,20,80,10,20,30,70,61792,2021-06-16 18:38:55,"[20, 80, 10, 20, 30, 70]","[79, 25, 77]",0
41,14,42,20,80,10,20,30,70,57493,2021-06-10 08:29:10,"[20, 80, 10, 20, 30, 70]","[41, 14, 42]",1
53,17,33,20,80,10,20,30,70,67998,2021-06-28 10:39:33,"[20, 80, 10, 20, 30, 70]","[53, 17, 33]",1
36,22,32,20,80,10,20,30,70,75758,2021-06-25 15:32:57,"[20, 80, 10, 20, 30, 70]","[36, 22, 32]",0
19,22,80,20,80,10,20,30,70,57377,2021-06-21 14:05:24,"[20, 80, 10, 20, 30, 70]","[19, 22, 80]",0
82,23,55,20,80,10,20,30,70,65762,2021-06-22 14:29:44,"[20, 80, 10, 20, 30, 70]","[82, 23, 55]",0
67,7,34,20,80,10,20,30,70,77488,2021-06-17 17:54:56,"[20, 80, 10, 20, 30, 70]","[67, 7, 34]",0
78,23,46,20,80,10,20,30,70,84233,2021-06-22 09:32:38,"[20, 80, 10, 20, 30, 70]","[78, 23, 46]",0
72,23,68,20,80,10,20,30,70,81085,2021-06-18 14:02:30,"[20, 80, 10, 20, 30, 70]","[72, 23, 68]",0
68,22,64,20,80,10,20,30,70,44101,2021-06-10 11:29:13,"[20, 80, 10, 20, 30, 70]","[68, 22, 64]",0
78,15,43,20,80,10,20,30,70,88648,2021-06-26 12:45:46,"[20, 80, 10, 20, 30, 70]","[78, 15, 43]",1
49,25,78,20,80,10,20,30,70,67561,2021-06-15 12:35:51,"[20, 80, 10, 20, 30, 70]","[49, 25, 78]",0
30,17,72,20,80,10,20,30,70,77343,2021-06-12 08:04:27,"[20, 80, 10, 20, 30, 70]","[30, 17, 72]",0
33,8,41,20,80,10,20,30,70,25438,2021-06-27 18:51:18,"[20, 80, 10, 20, 30, 70]","[33, 8, 41]",0
23,17,42,20,80,10,20,30,70,37528,2021-06-19 15:38:29,"[20, 80, 10, 20, 30, 70]","[23, 17, 42]",1
16,24,73,20,80,10,20,30,70,73472,2021-06-18 17:01:15,"[20, 80, 10, 20, 30, 70]","[16, 24, 73]",0
17,14,30,20,80,10,20,30,70,68413,2021-06-18 17:52:54,"[20, 80, 10, 20, 30, 70]","[17, 14, 30]",0
26,20,32,20,80,10,20,30,70,74179,2021-06-14 15:36:10,"[20, 80, 10, 20, 30, 70]","[26, 20, 32]",1
65,24,45,20,80,10,20,30,70,81685,2021-06-14 14:29:36,"[20, 80, 10, 20, 30, 70]","[65, 24, 45]",0
51,25,52,20,80,10,20,30,70,17149,2021-06-28 18:35:11,"[20, 80, 10, 20, 30, 70]","[51, 25, 52]",0
16,8,34,20,80,10,20,30,70,24722,2021-06-25 09:37:17,"[20, 80, 10, 20, 30, 70]","[16, 8, 34]",0
61,16,60,20,80,10,20,30,70,18362,2021-06-13 08:20:32,"[20, 80, 10, 20, 30, 70]","[61, 16, 60]",1
43,17,38,20,80,10,20,30,70,19147,2021-06-18 17:25:09,"[20, 80, 10, 20, 30, 70]","[43, 17, 38]",1
75,15,67,20,80,10,20,30,70,50788,2021-06-27 10:29:14,"[20, 80, 10, 20, 30, 70]","[75, 15, 67]",1
56,17,31,20,80,10,20,30,70,76559,2021-06-10 12:18:10,"[20, 80, 10, 20, 30, 70]","[56, 17, 31]",1
85,5,60,20,80,10,20,30,70,23313,2021-06-24 10:44:30,"[20, 80, 10, 20, 30, 70]","[85, 5, 60]",0
40,8,59,20,80,10,20,30,70,43522,2021-06-15 13:30:25,"[20, 80, 10, 20, 30, 70]","[40, 8, 59]",0
29,18,28,20,80,10,20,30,70,63312,2021-06-28 18:15:08,"[20, 80, 10, 20, 30, 70]","[29, 18, 28]",0
20,15,72,20,80,10,20,30,70,22080,2021-06-22 12:08:02,"[20, 80, 10, 20, 30, 70]","[20, 15, 72]",0
78,9,79,20,80,10,20,30,70,23762,2021-06-28 16:17:14,"[20, 80, 10, 20, 30, 70]","[78, 9, 79]",0
49,17,67,20,80,10,20,30,70,24918,2021-06-13 13:22:06,"[20, 80, 10, 20, 30, 70]","[49, 17, 67]",1
56,23,71,20,80,10,20,30,70,49707,2021-06-13 16:28:14,"[20, 80, 10, 20, 30, 70]","[56, 23, 71]",0
21,5,48,20,80,10,20,30,70,41277,2021-06-26 15:22:20,"[20, 80, 10, 20, 30, 70]","[21, 5, 48]",0
66,9,78,20,80,10,20,30,70,30808,2021-06-20 15:19:30,"[20, 80, 10, 20, 30, 70]","[66, 9, 78]",0
60,7,69,20,80,10,20,30,70,78510,2021-06-22 16:57:12,"[20, 80, 10, 20, 30, 70]","[60, 7, 69]",0
31,7,51,20,80,10,20,30,70,13381,2021-06-20 09:19:32,"[20, 80, 10, 20, 30, 70]","[31, 7, 51]",0
40,25,28,20,80,10,20,30,70,22110,2021-06-26 09:38:03,"[20, 80, 10, 20, 30, 70]","[40, 25, 28]",0
41,15,79,20,80,10,20,30,70,13437,2021-06-10 08:58:43,"[20, 80, 10, 20, 30, 70]","[41, 15, 79]",0
30,22,35,20,80,10,20,30,70,72724,2021-06-12 16:47:43,"[20, 80, 10, 20, 30, 70]","[30, 22, 35]",0
59,7,63,20,80,10,20,30,70,14887,2021-06-28 18:30:30,"[20, 80, 10, 20, 30, 70]","[59, 7, 63]",0
83,11,39,20,80,10,20,30,70,84041,2021-06-17 16:01:17,"[20, 80, 10, 20, 30, 70]","[83, 11, 39]",0
62,7,63,20,80,10,20,30,70,16180,2021-06-27 18:25:58,"[20, 80, 10, 20, 30, 70]","[62, 7, 63]",0
60,5,46,20,80,10,20,30,70,42729,2021-06-16 10:26:58,"[20, 80, 10, 20, 30, 70]","[60, 5, 46]",0
65,19,58,20,80,10,20,30,70,27004,2021-06-29 13:56:36,"[20, 80, 10, 20, 30, 70]","[65, 19, 58]",1
58,21,51,20,80,10,20,30,70,71778,2021-06-25 13:46:18,"[20, 80, 10, 20, 30, 70]","[58, 21, 51]",0
61,12,44,20,80,10,20,30,70,53437,2021-06-22 13:01:31,"[20, 80, 10, 20, 30, 70]","[61, 12, 44]",1
81,24,73,20,80,10,20,30,70,76754,2021-06-26 14:13:14,"[20, 80, 10, 20, 30, 70]","[81, 24, 73]",0
64,15,75,20,80,10,20,30,70,51638,2021-06-23 10:19:34,"[20, 80, 10, 20, 30, 70]","[64, 15, 75]",0
84,21,31,20,80,10,20,30,70,16171,2021-06-22 15:41:23,"[20, 80, 10, 20, 30, 70]","[84, 21, 31]",0
41,23,55,20,80,10,20,30,70,41466,2021-06-19 16:22:02,"[20, 80, 10, 20, 30, 70]","[41, 23, 55]",0
77,12,55,20,80,10,20,30,70,23341,2021-06-25 18:43:45,"[20, 80, 10, 20, 30, 70]","[77, 12, 55]",1
54,13,34,20,80,10,20,30,70,29499,2021-06-14 17:52:05,"[20, 80, 10, 20, 30, 70]","[54, 13, 34]",1
34,23,61,20,80,10,20,30,70,43314,2021-06-19 11:35:33,"[20, 80, 10, 20, 30, 70]","[34, 23, 61]",0
44,16,63,20,80,10,20,30,70,30181,2021-06-15 08:53:05,"[20, 80, 10, 20, 30, 70]","[44, 16, 63]",1
51,14,59,20,80,10,20,30,70,11540,2021-06-23 10:57:49,"[20, 80, 10, 20, 30, 70]","[51, 14, 59]",1
19,14,46,20,80,10,20,30,70,68475,2021-06-29 10:34:27,"[20, 80, 10, 20, 30, 70]","[19, 14, 46]",0
16,17,36,20,80,10,20,30,70,30761,2021-06-27 15:37:26,"[20, 80, 10, 20, 30, 70]","[16, 17, 36]",0
31,15,32,20,80,10,20,30,70,31327,2021-06-17 16:38:38,"[20, 80, 10, 20, 30, 70]","[31, 15, 32]",1
77,7,30,20,80,10,20,30,70,18375,2021-06-25 11:12:19,"[20, 80, 10, 20, 30, 70]","[77, 7, 30]",0
36,16,49,20,80,10,20,30,70,10271,2021-06-20 17:14:00,"[20, 80, 10, 20, 30, 70]","[36, 16, 49]",1
57,18,45,20,80,10,20,30,70,52301,2021-06-22 14:39:15,"[20, 80, 10, 20, 30, 70]","[57, 18, 45]",1
48,8,41,20,80,10,20,30,70,19475,2021-06-29 15:46:02,"[20, 80, 10, 20, 30, 70]","[48, 8, 41]",0
16,22,74,20,80,10,20,30,70,78197,2021-06-26 16:47:38,"[20, 80, 10, 20, 30, 70]","[16, 22, 74]",0
78,14,66,20,80,10,20,30,70,31222,2021-06-18 18:52:57,"[20, 80, 10, 20, 30, 70]","[78, 14, 66]",1
30,22,74,20,80,10,20,30,70,78942,2021-06-22 08:45:06,"[20, 80, 10, 20, 30, 70]","[30, 22, 74]",0
27,23,73,20,80,10,20,30,70,26232,2021-06-29 09:02:42,"[20, 80, 10, 20, 30, 70]","[27, 23, 73]",0
60,16,47,20,80,10,20,30,70,61639,2021-06-13 18:38:33,"[20, 80, 10, 20, 30, 70]","[60, 16, 47]",1
20,25,41,20,80,10,20,30,70,15244,2021-06-24 15:18:37,"[20, 80, 10, 20, 30, 70]","[20, 25, 41]",0
30,12,36,20,80,10,20,30,70,38187,2021-06-26 15:29:22,"[20, 80, 10, 20, 30, 70]","[30, 12, 36]",1
73,16,68,20,80,10,20,30,70,64629,2021-06-23 09:23:27,"[20, 80, 10, 20, 30, 70]","[73, 16, 68]",1
85,22,70,20,80,10,20,30,70,76839,2021-06-21 13:15:48,"[20, 80, 10, 20, 30, 70]","[85, 22, 70]",0
74,14,68,20,80,10,20,30,70,28878,2021-06-18 13:03:00,"[20, 80, 10, 20, 30, 70]","[74, 14, 68]",1
67,13,31,20,80,10,20,30,70,21284,2021-06-20 10:25:44,"[20, 80, 10, 20, 30, 70]","[67, 13, 31]",1
77,13,42,20,80,10,20,30,70,38910,2021-06-18 18:35:22,"[20, 80, 10, 20, 30, 70]","[77, 13, 42]",1
43,9,32,20,80,10,20,30,70,46894,2021-06-21 15:00:56,"[20, 80, 10, 20, 30, 70]","[43, 9, 32]",0
34,17,46,20,80,10,20,30,70,40907,2021-06-18 10:44:34,"[20, 80, 10, 20, 30, 70]","[34, 17, 46]",1
74,20,38,20,80,10,20,30,70,41317,2021-06-20 12:11:21,"[20, 80, 10, 20, 30, 70]","[74, 20, 38]",1
65,17,38,20,80,10,20,30,70,76010,2021-06-28 14:37:41,"[20, 80, 10, 20, 30, 70]","[65, 17, 38]",1
27,22,37,20,80,10,20,30,70,52524,2021-06-21 12:29:47,"[20, 80, 10, 20, 30, 70]","[27, 22, 37]",0
69,6,63,20,80,10,20,30,70,61846,2021-06-28 18:50:51,"[20, 80, 10, 20, 30, 70]","[69, 6, 63]",0
78,12,42,20,80,10,20,30,70,13878,2021-06-19 15:36:09,"[20, 80, 10, 20, 30, 70]","[78, 12, 42]",1
67,20,35,20,80,10,20,30,70,87141,2021-06-18 10:15:47,"[20, 80, 10, 20, 30, 70]","[67, 20, 35]",1
56,14,37,20,80,10,20,30,70,48754,2021-06-28 15:43:09,"[20, 80, 10, 20, 30, 70]","[56, 14, 37]",1
18,5,31,20,80,10,20,30,70,45088,2021-06-22 10:51:02,"[20, 80, 10, 20, 30, 70]","[18, 5, 31]",0
44,18,31,20,80,10,20,30,70,57828,2021-06-19 10:58:23,"[20, 80, 10, 20, 30, 70]","[44, 18, 31]",1
83,22,30,20,80,10,20,30,70,78458,2021-06-22 12:48:58,"[20, 80, 10, 20, 30, 70]","[83, 22, 30]",0
77,9,47,20,80,10,20,30,70,50037,2021-06-20 18:36:50,"[20, 80, 10, 20, 30, 70]","[77, 9, 47]",0
65,5,37,20,80,10,20,30,70,75511,2021-06-29 11:35:52,"[20, 80, 10, 20, 30, 70]","[65, 5, 37]",0
29,22,72,20,80,10,20,30,70,65220,2021-06-19 18:47:49,"[20, 80, 10, 20, 30, 70]","[29, 22, 72]",0
27,20,60,20,80,10,20,30,70,71707,2021-06-13 09:09:43,"[20, 80, 10, 20, 30, 70]","[27, 20, 60]",1
56,15,79,20,80,10,20,30,70,78125,2021-06-15 13:18:20,"[20, 80, 10, 20, 30, 70]","[56, 15, 79]",0
62,22,47,20,80,10,20,30,70,75840,2021-06-14 12:52:52,"[20, 80, 10, 20, 30, 70]","[62, 22, 47]",0
28,19,32,20,80,10,20,30,70,81748,2021-06-12 18:35:48,"[20, 80, 10, 20, 30, 70]","[28, 19, 32]",1
62,22,62,20,80,10,20,30,70,31340,2021-06-13 13:59:18,"[20, 80, 10, 20, 30, 70]","[62, 22, 62]",0
65,23,48,20,80,10,20,30,70,76523,2021-06-22 18:18:09,"[20, 80, 10, 20, 30, 70]","[65, 23, 48]",0
37,23,35,20,80,10,20,30,70,23745,2021-06-28 18:26:08,"[20, 80, 10, 20, 30, 70]","[37, 23, 35]",0
56,25,61,20,80,10,20,30,70,43086,2021-06-28 12:44:13,"[20, 80, 10, 20, 30, 70]","[56, 25, 61]",0
72,5,69,20,80,10,20,30,70,57985,2021-06-17 09:33:03,"[20, 80, 10, 20, 30, 70]","[72, 5, 69]",0
56,21,34,20,80,10,20,30,70,70008,2021-06-17 15:11:09,"[20, 80, 10, 20, 30, 70]","[56, 21, 34]",0
52,12,49,20,80,10,20,30,70,85268,2021-06-21 10:36:19,"[20, 80, 10, 20, 30, 70]","[52, 12, 49]",1
55,15,80,20,80,10,20,30,70,70351,2021-06-14 14:54:25,"[20, 80, 10, 20, 30, 70]","[55, 15, 80]",0
16,14,59,20,80,10,20,30,70,62855,2021-06-23 08:09:02,"[20, 80, 10, 20, 30, 70]","[16, 14, 59]",0
51,13,63,20,80,10,20,30,70,63429,2021-06-21 16:42:18,"[20, 80, 10, 20, 30, 70]","[51, 13, 63]",1
51,9,33,20,80,10,20,30,70,50197,2021-06-15 13:14:26,"[20, 80, 10, 20, 30, 70]","[51, 9, 33]",0
81,21,70,20,80,10,20,30,70,43848,2021-06-26 15:07:03,"[20, 80, 10, 20, 30, 70]","[81, 21, 70]",0
37,22,74,20,80,10,20,30,70,51591,2021-06-26 08:35:29,"[20, 80, 10, 20, 30, 70]","[37, 22, 74]",0
51,12,61,20,80,10,20,30,70,51339,2021-06-23 09:33:00,"[20, 80, 10, 20, 30, 70]","[51, 12, 61]",1
64,14,64,20,80,10,20,30,70,63602,2021-06-16 18:18:50,"[20, 80, 10, 20, 30, 70]","[64, 14, 64]",1
40,14,63,20,80,10,20,30,70,79265,2021-06-22 13:16:42,"[20, 80, 10, 20, 30, 70]","[40, 14, 63]",1
69,15,52,20,80,10,20,30,70,53057,2021-06-18 09:24:27,"[20, 80, 10, 20, 30, 70]","[69, 15, 52]",1
64,22,55,20,80,10,20,30,70,80697,2021-06-10 09:13:24,"[20, 80, 10, 20, 30, 70]","[64, 22, 55]",0
54,17,54,20,80,10,20,30,70,69920,2021-06-28 09:42:54,"[20, 80, 10, 20, 30, 70]","[54, 17, 54]",1
42,15,46,20,80,10,20,30,70,30619,2021-06-20 17:17:41,"[20, 80, 10, 20, 30, 70]","[42, 15, 46]",1
77,9,79,20,80,10,20,30,70,11100,2021-06-27 10:44:02,"[20, 80, 10, 20, 30, 70]","[77, 9, 79]",0
52,8,33,20,80,10,20,30,70,23730,2021-06-20 16:28:44,"[20, 80, 10, 20, 30, 70]","[52, 8, 33]",0
70,7,34,20,80,10,20,30,70,61392,2021-06-20 12:19:43,"[20, 80, 10, 20, 30, 70]","[70, 7, 34]",0
77,17,35,20,80,10,20,30,70,38296,2021-06-23 17:14:25,"[20, 80, 10, 20, 30, 70]","[77, 17, 35]",1
48,25,71,20,80,10,20,30,70,55042,2021-06-16 16:33:36,"[20, 80, 10, 20, 30, 70]","[48, 25, 71]",0
84,10,56,20,80,10,20,30,70,59367,2021-06-13 15:58:53,"[20, 80, 10, 20, 30, 70]","[84, 10, 56]",0
76,7,37,20,80,10,20,30,70,54988,2021-06-22 17:40:41,"[20, 80, 10, 20, 30, 70]","[76, 7, 37]",0
47,11,59,20,80,10,20,30,70,63138,2021-06-27 09:55:39,"[20, 80, 10, 20, 30, 70]","[47, 11, 59]",1
15,14,53,20,80,10,20,30,70,60133,2021-06-20 10:38:47,"[20, 80, 10, 20, 30, 70]","[15, 14, 53]",0
56,16,43,20,80,10,20,30,70,87459,2021-06-23 08:05:05,"[20, 80, 10, 20, 30, 70]","[56, 16, 43]",1
58,7,54,20,80,10,20,30,70,54594,2021-06-24 09:11:27,"[20, 80, 10, 20, 30, 70]","[58, 7, 54]",0
72,18,65,20,80,10,20,30,70,60608,2021-06-23 13:40:46,"[20, 80, 10, 20, 30, 70]","[72, 18, 65]",1
18,7,51,20,80,10,20,30,70,27013,2021-06-12 16:16:11,"[20, 80, 10, 20, 30, 70]","[18, 7, 51]",0
18,7,79,20,80,10,20,30,70,34175,2021-06-29 10:31:14,"[20, 80, 10, 20, 30, 70]","[18, 7, 79]",0
83,19,56,20,80,10,20,30,70,76815,2021-06-20 15:19:26,"[20, 80, 10, 20, 30, 70]","[83, 19, 56]",0
20,16,43,20,80,10,20,30,70,49296,2021-06-20 14:10:26,"[20, 80, 10, 20, 30, 70]","[20, 16, 43]",1
45,22,69,20,80,10,20,30,70,86343,2021-06-24 13:13:13,"[20, 80, 10, 20, 30, 70]","[45, 22, 69]",0
29,25,35,20,80,10,20,30,70,37624,2021-06-16 11:02:26,"[20, 80, 10, 20, 30, 70]","[29, 25, 35]",0
25,17,60,20,80,10,20,30,70,11139,2021-06-22 11:41:43,"[20, 80, 10, 20, 30, 70]","[25, 17, 60]",1
80,11,73,20,80,10,20,30,70,80981,2021-06-22 16:08:50,"[20, 80, 10, 20, 30, 70]","[80, 11, 73]",0
59,19,75,20,80,10,20,30,70,59422,2021-06-14 09:57:50,"[20, 80, 10, 20, 30, 70]","[59, 19, 75]",0
24,16,38,20,80,10,20,30,70,47347,2021-06-28 12:29:14,"[20, 80, 10, 20, 30, 70]","[24, 16, 38]",1
46,19,64,20,80,10,20,30,70,34086,2021-06-23 11:00:57,"[20, 80, 10, 20, 30, 70]","[46, 19, 64]",1
62,21,34,20,80,10,20,30,70,27482,2021-06-29 13:34:07,"[20, 80, 10, 20, 30, 70]","[62, 21, 34]",0
22,10,61,20,80,10,20,30,70,27489,2021-06-23 11:14:07,"[20, 80, 10, 20, 30, 70]","[22, 10, 61]",1
65,8,33,20,80,10,20,30,70,11043,2021-06-24 15:11:56,"[20, 80, 10, 20, 30, 70]","[65, 8, 33]",0
58,21,63,20,80,10,20,30,70,52703,2021-06-11 11:10:05,"[20, 80, 10, 20, 30, 70]","[58, 21, 63]",0
56,16,64,20,80,10,20,30,70,84604,2021-06-18 08:06:33,"[20, 80, 10, 20, 30, 70]","[56, 16, 64]",1
61,20,49,20,80,10,20,30,70,59224,2021-06-23 14:33:24,"[20, 80, 10, 20, 30, 70]","[61, 20, 49]",1
47,6,74,20,80,10,20,30,70,24607,2021-06-23 14:01:52,"[20, 80, 10, 20, 30, 70]","[47, 6, 74]",0
21,6,28,20,80,10,20,30,70,27990,2021-06-23 09:25:25,"[20, 80, 10, 20, 30, 70]","[21, 6, 28]",0
31,20,36,20,80,10,20,30,70,49173,2021-06-29 10:51:44,"[20, 80, 10, 20, 30, 70]","[31, 20, 36]",1
62,13,29,20,80,10,20,30,70,62756,2021-06-14 14:50:47,"[20, 80, 10, 20, 30, 70]","[62, 13, 29]",0
39,14,54,20,80,10,20,30,70,32699,2021-06-22 17:34:46,"[20, 80, 10, 20, 30, 70]","[39, 14, 54]",1
53,20,34,20,80,10,20,30,70,35897,2021-06-11 15:29:32,"[20, 80, 10, 20, 30, 70]","[53, 20, 34]",1
78,7,50,20,80,10,20,30,70,42650,2021-06-20 11:15:46,"[20, 80, 10, 20, 30, 70]","[78, 7, 50]",0
24,6,58,20,80,10,20,30,70,83992,2021-06-26 10:26:02,"[20, 80, 10, 20, 30, 70]","[24, 6, 58]",0
19,7,54,20,80,10,20,30,70,63761,2021-06-29 11:06:24,"[20, 80, 10, 20, 30, 70]","[19, 7, 54]",0
19,8,78,20,80,10,20,30,70,19280,2021-06-21 10:01:28,"[20, 80, 10, 20, 30, 70]","[19, 8, 78]",0
38,5,78,20,80,10,20,30,70,42331,2021-06-12 13:43:02,"[20, 80, 10, 20, 30, 70]","[38, 5, 78]",0
24,24,47,20,80,10,20,30,70,48294,2021-06-26 17:47:13,"[20, 80, 10, 20, 30, 70]","[24, 24, 47]",0
85,17,51,20,80,10,20,30,70,33364,2021-06-14 12:47:36,"[20, 80, 10, 20, 30, 70]","[85, 17, 51]",0
27,23,78,20,80,10,20,30,70,65044,2021-06-23 12:50:20,"[20, 80, 10, 20, 30, 70]","[27, 23, 78]",0
74,20,48,20,80,10,20,30,70,57741,2021-06-21 14:06:58,"[20, 80, 10, 20, 30, 70]","[74, 20, 48]",1
79,13,52,20,80,10,20,30,70,79009,2021-06-13 13:35:33,"[20, 80, 10, 20, 30, 70]","[79, 13, 52]",1
57,16,65,20,80,10,20,30,70,73802,2021-06-10 12:16:21,"[20, 80, 10, 20, 30, 70]","[57, 16, 65]",1
49,7,47,20,80,10,20,30,70,80250,2021-06-24 18:51:38,"[20, 80, 10, 20, 30, 70]","[49, 7, 47]",0
61,20,63,20,80,10,20,30,70,67827,2021-06-24 13:43:43,"[20, 80, 10, 20, 30, 70]","[61, 20, 63]",1
63,23,48,20,80,10,20,30,70,56618,2021-06-25 12:40:40,"[20, 80, 10, 20, 30, 70]","[63, 23, 48]",0
17,12,76,20,80,10,20,30,70,34175,2021-06-26 11:30:02,"[20, 80, 10, 20, 30, 70]","[17, 12, 76]",0
33,12,36,20,80,10,20,30,70,49657,2021-06-22 14:31:54,"[20, 80, 10, 20, 30, 70]","[33, 12, 36]",1
35,23,35,20,80,10,20,30,70,30647,2021-06-17 09:54:05,"[20, 80, 10, 20, 30, 70]","[35, 23, 35]",0
49,16,78,20,80,10,20,30,70,15392,2021-06-27 11:01:16,"[20, 80, 10, 20, 30, 70]","[49, 16, 78]",0
35,24,78,20,80,10,20,30,70,27389,2021-06-28 12:09:57,"[20, 80, 10, 20, 30, 70]","[35, 24, 78]",0
58,24,47,20,80,10,20,30,70,44425,2021-06-25 18:06:21,"[20, 80, 10, 20, 30, 70]","[58, 24, 47]",0
69,16,70,20,80,10,20,30,70,79414,2021-06-13 08:12:14,"[20, 80, 10, 20, 30, 70]","[69, 16, 70]",1
57,6,77,20,80,10,20,30,70,49394,2021-06-25 15:43:04,"[20, 80, 10, 20, 30, 70]","[57, 6, 77]",0
16,17,65,20,80,10,20,30,70,79262,2021-06-15 16:27:09,"[20, 80, 10, 20, 30, 70]","[16, 17, 65]",0
29,25,60,20,80,10,20,30,70,39185,2021-06-15 12:59:06,"[20, 80, 10, 20, 30, 70]","[29, 25, 60]",0
26,17,32,20,80,10,20,30,70,75238,2021-06-29 08:28:00,"[20, 80, 10, 20, 30, 70]","[26, 17, 32]",1
24,18,77,20,80,10,20,30,70,12360,2021-06-13 18:42:42,"[20, 80, 10, 20, 30, 70]","[24, 18, 77]",0
38,18,68,20,80,10,20,30,70,30793,2021-06-18 17:57:20,"[20, 80, 10, 20, 30, 70]","[38, 18, 68]",1
24,8,30,20,80,10,20,30,70,19463,2021-06-22 08:22:07,"[20, 80, 10, 20, 30, 70]","[24, 8, 30]",0
28,6,40,20,80,10,20,30,70,14614,2021-06-16 15:17:01,"[20, 80, 10, 20, 30, 70]","[28, 6, 40]",0
48,17,33,20,80,10,20,30,70,87115,2021-06-24 13:46:03,"[20, 80, 10, 20, 30, 70]","[48, 17, 33]",1
35,6,50,20,80,10,20,30,70,32506,2021-06-11 09:38:06,"[20, 80, 10, 20, 30, 70]","[35, 6, 50]",0
77,20,38,20,80,10,20,30,70,85724,2021-06-24 13:34:17,"[20, 80, 10, 20, 30, 70]","[77, 20, 38]",1
41,16,32,20,80,10,20,30,70,75884,2021-06-11 13:46:06,"[20, 80, 10, 20, 30, 70]","[41, 16, 32]",1
33,21,32,20,80,10,20,30,70,88939,2021-06-25 11:37:26,"[20, 80, 10, 20, 30, 70]","[33, 21, 32]",0
53,17,31,20,80,10,20,30,70,37963,2021-06-10 13:59:03,"[20, 80, 10, 20, 30, 70]","[53, 17, 31]",1
